id,num_orders
1028232,1015.9009829967559
1262649,1034.100791435063
1453211,1013.1198004427042
1262599,799.3237168376374
1495848,1018.2284627312793
1342607,978.6128720606147
1358429,1036.1155350219194
1475006,1103.2121521233162
1009709,1092.2701590405059
1460444,541.8865049183926
1476535,1528.9229945615305
1297121,1618.0490935466569
1141103,1654.925010105674
1274933,1532.6965627117702
1435122,4531.1323213862415
1486477,3776.2884347156914
1195364,1600.4284505876365
1301491,1607.0049993094292
1059056,1287.2831416698896
1098228,1580.8077525652195
1080847,353.0635577555849
1064602,390.007005829141
1093227,357.9690831642109
1177861,322.7274830192556
1259611,320.48024440329584
1274836,281.84552964895084
1030333,367.52363628493663
1249982,286.4261658261574
1188591,301.56151383852387
1316160,351.6769801328261
1419545,128.0199077847815
1062437,174.92857323239426
1181575,162.0301951419002
1143023,170.37463592521
1278339,134.97295084574097
1282203,171.62883818156337
1080746,175.9719780186271
1296937,172.8262089475495
1210564,170.6011742639318
1390579,157.4673057268501
1436947,160.28358072793662
1045739,141.73209252396322
1318087,132.55295191128556
1223698,148.61472483377813
1436625,359.29574965385956
1383644,223.02646800829137
1045356,146.80095636481107
1121593,143.6025061944701
1114635,145.65275448836115
1332667,127.42552652142504
1039351,89.44209044409867
1319273,63.623051288555544
1305518,105.79930093705892
1327143,107.02099820711393
1272171,100.7195259272407
1223757,95.02120149934919
1090089,89.84235121723447
1128850,93.8513186945887
1446344,114.00899137975102
1237947,68.35067164267794
1452835,29.577209976486593
1029462,29.496590663401303
1365321,29.39794162598183
1377892,29.318859135297398
1378346,27.93916835454824
1261333,27.95422953775667
1427333,26.60854958223742
1157382,24.94781246886584
1168967,134.7797755895994
1306954,301.126534695595
1342909,141.93203080418334
1244760,147.14525199229425
1431361,167.15554408480176
1276681,252.83347561211843
1148958,283.19950197619414
1184174,142.28277046764336
1323560,142.07478374686437
1066229,118.19647347434393
1025558,557.4025823059242
1083889,594.6163616672967
1378453,539.7732185773201
1434331,577.2014231248716
1311554,565.3950656259102
1111904,528.9064742126352
1430955,566.9100075583823
1455829,523.7483863775478
1182896,570.8689524550447
1205862,591.4299902504582
1215917,98.2765338038377
1409427,98.30312810593061
1100468,97.71951182407125
1411863,99.71722708204301
1010693,99.58327965579137
1004925,98.5419114970541
1265382,98.18728033164058
1239027,102.84703927540065
1462013,95.88019066934406
1464784,98.64382960341268
1440692,58.249558093741506
1268331,56.201480428770935
1030648,332.34539079613216
1033468,291.4562033026075
1452010,48.991250968017475
1164883,51.69547088954868
1265395,53.491170048884904
1214244,48.43031423300862
1307226,48.545631650337214
1425834,75.37435205084306
1105463,442.4312452567895
1245977,489.74219910248286
1352817,478.7835065699425
1245183,499.04494660282563
1490092,916.9977385681389
1278462,958.1837526005812
1090267,671.2902009261778
1231613,490.36138785896645
1164334,461.44679445882184
1300150,462.9939566684387
1231259,241.59453504362145
1243020,349.7997121250541
1433764,481.5336848102033
1124103,540.7768793745635
1031825,343.780084758311
1437782,237.97961405910357
1087645,250.46460258323555
1185456,241.82685495517237
1450862,258.81542981624483
1465438,239.7902645050455
1035890,193.9063994525572
1267165,181.31525271643437
1262997,173.6203254858206
1088775,184.5086089047622
1217709,289.4835808193373
1430418,341.38020806339296
1275478,185.1214817365866
1435295,188.584360933222
1346982,186.28552741808403
1160970,191.76960704469886
1310566,179.49989794575862
1014151,193.7775116429445
1374002,191.83652338475954
1417996,246.9380035846985
1141881,270.64943886833964
1219590,228.53049611707434
1373220,261.6449025792525
1355558,243.47206355090094
1042282,156.0619463262509
1323969,163.13707276743372
1480827,835.8829598344578
1161084,879.5412540763225
1351984,838.4146345036405
1196384,804.5673691581887
1231951,807.029370379809
1004647,799.777130519628
1441493,833.6568534685247
1337172,822.6421335345133
1127689,821.6510405184579
1321298,811.1303830847778
1475476,773.2684766068578
1207745,1859.4578497250122
1332437,788.44630905912
1295195,735.3332120782137
1238168,783.7840289394073
1401191,750.9791730758776
1320351,4112.904136775748
1015073,3154.5332094930986
1440436,825.4903154721247
1488196,766.6778111197704
1084735,69.19841111791742
1312130,79.40453424054816
1284072,66.44768126294316
1390606,65.19264609750712
1177870,52.34574571204413
1217412,44.34277155193473
1391279,51.662565098090944
1000635,47.89499282121142
1070142,53.802425042245524
1158077,32.73473366193469
1263948,753.849161098571
1240615,780.8415716710648
1397490,685.2614804610014
1355088,740.7097626853356
1401705,789.0238325395636
1422185,749.1445485073671
1390157,766.8834460175599
1460838,862.5996275796223
1377519,845.6178673933023
1310657,412.6644115874368
1491023,468.556049701438
1067356,439.08634041383397
1282200,515.5748734746944
1137357,513.2324994029098
1396043,526.2754751489745
1269970,524.6064854590402
1350440,537.6239500648549
1308326,539.8205985404004
1242087,429.361042417485
1043619,496.90342325566144
1222185,52.20580079212776
1497941,52.45923012101317
1278537,54.365316750374575
1355035,52.06796913076387
1143583,54.45521292238963
1020166,54.14055867147419
1406416,52.76909679182538
1203123,54.98467435140381
1480428,49.795292108379755
1420069,52.076920206484786
1125502,114.34608166438339
1249505,106.34679779909253
1206767,115.27897964566831
1094469,115.67969938598323
1278323,160.73908824539603
1173977,142.02721161377224
1140787,104.41106614773618
1116819,127.63294146285043
1252003,132.5193741829112
1352888,111.34728844453724
1128508,1444.9841967779582
1034558,1490.9035132486413
1176365,1366.130421682857
1094576,1446.2363618093068
1392466,1474.6293980641206
1055474,1673.7727498572478
1217360,1522.2015537747889
1271801,1506.8170664423221
1345064,1492.5028643979072
1401294,1520.762517332192
1024879,67.21820965769109
1001797,66.84358779377921
1131807,72.67648132401874
1494899,74.18162295242824
1268958,67.0282463408341
1288154,67.09443082718103
1203405,63.52306919779606
1040370,63.246483442800354
1044833,63.62402376435625
1350447,68.0102697254718
1347690,467.97791537080406
1025721,438.6714002470858
1457412,426.37185891976713
1251774,424.78044116958927
1380718,674.5798180886902
1262455,784.7969233724332
1043759,448.2015829725768
1153098,468.85035804504264
1142567,452.24662706451073
1044267,440.6825914341874
1263998,248.21981757596097
1185434,1087.5867883138658
1101049,245.71934243689515
1101699,204.83096638839731
1089294,244.88741373175105
1480593,241.27632517622317
1339799,2454.8207283473516
1261433,1725.9084294680954
1397430,186.25078424005522
1083089,247.59519404808307
1138673,403.6174394600165
1306281,533.0546059871151
1042427,414.9240917210052
1039235,474.28896169930744
1270474,457.21641509483067
1387994,450.1010856470333
1204001,424.99818486146086
1146761,421.2944629730219
1160004,437.6465219225342
1274185,433.6731163837624
1271542,138.58596392023915
1470774,135.32189248005497
1299041,133.5909303067886
1105837,169.19319704439005
1082803,152.91419449630357
1023822,158.99152927356675
1312925,152.99792449392788
1089746,162.2052968949143
1133734,130.44833675711016
1096643,133.80767538415273
1095601,146.3873271663808
1236999,122.5653493673397
1129005,163.49472940510492
1060160,99.04579119629885
1139012,125.54792309072353
1009801,53.57218925542981
1499374,101.16169895547982
1130038,112.97258969852462
1136954,85.25669992514749
1214539,90.03587434701532
1341789,137.26081599351977
1402501,136.04200053722857
1305350,101.17461309637643
1416500,88.33900043908815
1061620,133.2684000313427
1356623,171.76806467293096
1135009,171.0456282633189
1039371,103.4660709776603
1358442,147.18466558650957
1330108,129.2689494730081
1368952,1340.5993822965634
1402068,1387.145862931815
1414079,1468.887493422963
1027086,1357.300281523173
1376822,2814.330956324432
1473650,2658.725338849983
1318829,1413.887377573173
